RANK_2025,RANK_2024,Institution_Name,Location,Region,SIZE,FOCUS,RES.,STATUS,Academic_Reputation_Score,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Score,Faculty_Student_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_Rank,International_Students_Score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,Overall_Score
152,176,Nagoya University,Japan,Asia,L,FC,VH,A,63.2,108,65.8,117,84.7,107,25.4,494,14.5,671,19.6,550,64.8,559,21.5,533,75,186=,51.9
154,134,Texas A&M University,United States,Americas,XL,FC,VH,A,61.2,116,66,115,4.4,701+,64.3,176,21.9,569,12.1,678,92.6,125,44.4,287,39.5,371=,51.8
155,128,University of Geneva,Switzerland,Europe,L,FC,VH,A,45.5,183,17.2,499,40.4,387,62.4,189,100,51,97.6,74,94.2,93,49.5,258,42.3,355=,51.6
155,132,"University of North Carolina, Chapel Hill",United States,Americas,XL,FC,VH,A,61.4,114,36.5,258,72.9,179,47.2,288,23.5,555,11.1,696,91.6,147,55.2,225,44.6,343=,51.6
155,151,Wageningen University & Research,Netherlands,Europe,L,CO,VH,A,42.1,204,23.8,401,98.6,43,41.3,336,59.4,328,81.2,169,97.9,27,21.1,542,92.3,75,51.6
158,176,Erasmus University Rotterdam ,Netherlands,Europe,L,FO,VH,A,37,233,58.2,139,18.1,701+,63.3,182,76,256,70,211,85.4,240,89.3,80,28.7,455,51.5
159,141,Universit de Montr_l ,Canada,Americas,XL,FC,VH,A,55.5,140,32.8,289,76,160,19.3,566,87.6,205,54.1,273,84.9,247,54.2,229,91.4,81=,51.3
159,139,University of Groningen,Netherlands,Europe,XL,FC,VH,A,52.3,156,34.4,275,49.3,318,41.2,339,93.2,168,83.5,161,94.1,97,40,319,40.1,368,51.3
161,126,University of Bern,Switzerland,Europe,M,FO,VH,A,29.7,298,16.1,530,45.9,338,99.3,22,100,48,38,370,93.8,103,30.7,410,52.1,305=,51.2
162,164,Hanyang University,South Korea,Asia,L,FC,VH,B,43,199,78,81,77.1,153,28.5,458,17.4,636,57.6,257,63,584,43.3,295,85.8,121=,51.1
163,230,Al-Farabi Kazakh National University,Kazakhstan,Asia,L,FC,HI,A,54.2,146,79.6,77,99.3,33,1.4,701+,49,370,54.2,272,64.7,561,59.6,206,29.8,445=,51
164,171,Complutense University of Madrid,Spain,Europe,XL,FC,VH,A,68.1,98,68.1,106,28.7,538,7.9,701+,10.5,701+,34.3,395,91.8,139,96.3,41,88.9,103=,50.9
165,164,Universitat de Barcelona,Spain,Europe,XL,FC,VH,A,73.7,85,30.3,312,12.4,701+,38.1,364,23.1,559,26.3,461,96.8,44,71.5,153,92.2,76=,50.7
165,176,University of Liverpool,United Kingdom,Europe,L,FC,VH,A,46.1,176,39.4,239,37.8,422,36.6,373,88.3,203,85.4,150,97.2,38,36.3,351,95.6,50=,50.7
167,164,Kyushu University,Japan,Asia,L,FC,VH,A,58.3,133,66.5,113,78.4,149,27.9,466,18.7,613=,14.1,640,69.9,488,15.1,657,77.6,170=,50.3
167,162,University of Wollongong,Australia,Oceania,L,FC,VH,A,29.5,300,24.5,393,17,701+,94.6,52,91.8,178,56.3,265,89,185,18.3,596,93.9,62=,50.3
169,159,Ghent University,Belgium,Europe,XL,FC,VH,A,53.2,150,24.8,384,78.5,148,21.5,538,79.7,241,21.4,522,99.5,9,72.9,145,98.3,21,50.1
169,153,The University of Exeter,United Kingdom,Europe,L,FC,VH,A,42.9,200,45,203,30.2,518,42.5,324,91,187,72.2,202,95.1,74,30.1,417,97.1,30=,50.1
171,173,University of Cape Town,South Africa,Africa,L,FC,VH,A,45.2,185,51.8,170,13.8,701+,46.8,294,56.5,335,19.2,563,97.3,36,95.8,46,95.6,50=,50
172,169,University of Reading,United Kingdom,Europe,L,CO,VH,A,32.2,273,41.7,226,13.1,701+,65.7,169,86.2,214,78.6,177,91.7,142,47.8,268,94,61,49.9
173,196,Hokkaido University,Japan,Asia,L,FC,VH,A,59,128,63.3,125,76.2,158,26,485,18.7,613=,12.1,677,77.7,365,15.5,645,78.1,168,49.8
174,183,Curtin University,Australia,Oceania,L,CO,VH,A,33.1,266,27.7,348,15.7,701+,84.7,95,100,49,24.3,485,94.2,96,31,405,90.7,89=,49.3
175,149,Universitat Aut_oma de Barcelona,Spain,Europe,XL,FC,VH,A,64,105,35.8,263,11.5,701+,59.5,206,18.5,620,16.5,595,93.1,116,24,472,86.7,114=,49.2
176,189,McMaster University,Canada,Americas,L,FC,VH,A,39.5,215,34.2,276,63.8,215,35.6,380,96.2,136,56.7,263,82.6,284,49.9,255,91.9,78=,49
171,154,Washington University in St. Louis,United States,Americas,L,FC,VH,B,36.3,241,12,601+,99.7,29,47.7,283,85.4,220,72.4,201,83.6,270,31.9,396,86.7,114=,49.9
178,163,"University of California, Santa Barbara (UCSB)",United States,Americas,L,CO,VH,A,52.6,154,21.3,432,7.7,701+,97.8,37,75.4,261,17.2,583,71.2,466,7.9,701+,28.4,456=,48.9
179,173,"The University of Newcastle, Australia (UON)",Australia,Oceania,L,FC,VH,A,28.3,312,24.5,392,28.7,537,91.7,70,99.9,89,24.2,487,82,289,14.8,670,92.4,74,48.7
179,198,Universidad de los Andes,Colombia,Americas,L,FC,HI,B,67.7,100,88.4,54,14.2,701+,5.9,701+,22.8,560,1.9,701+,55.2,692,98.2,26,80,155,48.7
181,188,Universiti Teknologi Malaysia ,Malaysia,Asia,L,CO,VH,A,48.6,166,59.6,134,46,337,40.5,347,14.1,683,86.9,142,82.9,279,18,600,52.1,305=,48.5
181,199,Waseda University,Japan,Asia,XL,CO,VH,B,60.7,122,96.1,30,23.5,616,3.8,701+,27.9,507,28,445,66.4,533,83.7,106,56.1,282=,48.5
183,310,Hamad Bin Khalifa University,Qatar,Asia,S,FO,VH,A,12.9,601+,4.7,601+,99.9,20,100,8,100,9,100,10,74.3,417,6,701+,2.6,701+,48.3
184,167,University of York,United Kingdom,Europe,L,FC,VH,A,42.9,201,30.1,313,43,364,40.1,353,87.8,204,75.6,184,92.5,128,23.5,480,97.4,29,48.2
185,184,Tecnol_ico de Monterrey,Mexico,Americas,XL,FC,HI,B,53.8,149,91.4,47,62.5,223,2.4,701+,20.8,589,10.6,701+,56.6,670,96.1,43,54.4,291=,48.1
186,154,Cardiff University,United Kingdom,Europe,L,FC,VH,A,46.8,171,43.2,213,36.1,441,30,437,82.8,229,67.7,219,92.3,132,18.9,584,96,46=,47.6
187,184,_ole Normale Sup_ieure de Lyon,France,Europe,S,CO,VH,A,29.8,296,16.3,522,97,49,93.5,59,59,329,11.7,684,70.3,482,14,694,6.6,701+,47.5
188,214,Keio University,Japan,Asia,XL,FC,VH,B,53,151,91.6,46,57.2,257,5.1,701+,9.4,701+,10.2,701+,57.5,658,91.4,69,59,271=,47.4
189,203,University of Ottawa,Canada,Americas,XL,FC,VH,A,26.2,340,23.3,406,3.5,701+,81.3,106,91.7,179,77.8,181,93,119,39.8,323,92.9,72,47.3
190,184,Technische Universit_ Wien,Austria,Europe,M,FO,VH,A,33.9,258,50.4,178,12.5,701+,73.8,139,85.5,218,90.4,120,71.6,457,19.1,577,11.3,636=,47.2
191,205,Universit_ Hamburg,Germany,Europe,L,FO,VH,A,50.7,159,35.7,264,16.5,701+,54.7,233,40.2,418,20.4,532,93.4,109,42.8,300,90.6,91,47.1
192,216,Tongji University,China (Mainland),Asia,XL,FC,VH,A,31.8,276,16.9,508,29.1,533,96.9,44,54.5,345,26.5,457,72.9,442,24,473,81.4,147,46.9
193,209,Queen's University at Kingston,Canada,Americas,L,FC,VH,A,40.8,209,56.7,144,5.4,701+,42.6,322,69.2,287,26.6,456,71.2,467,87.1,93,93.8,64=,46.8
194,187,University of Gothenburg,Sweden,Europe,L,FC,VH,A,35.4,247,18.3,481,60.9,235,33.6,394,90,191,78.2,180,94.2,91,63.1,189,92.8,73,46.7
194,194,Wuhan University,China (Mainland),Asia,XL,FC,VH,A,39.2,218,40.5,233,14,701+,91.9,69,39.2,423,4.9,701+,78.2,356,46.5,275,22.2,513=,46.7
196,166,Emory University,United States,Americas,L,FC,VH,B,25.2,349,19,469,93.8,70,78.4,120,52.2,355,33.9,399,85.6,237,22.8,502,37,391=,46.6
197,233,Deakin University,Australia,Oceania,XL,FC,VH,A,31.3,282,23.9,400,4.6,701+,73.6,140,96.4,135,63.8,236,82.7,280,36.8,347,93.7,66,46.4
198,199,Universidad Aut_oma de Madrid,Spain,Europe,XL,FC,VH,A,61,119,64.3,123,29.1,534,21,546,7.7,701+,10.4,701+,92,136,43.1,297,79.6,156=,46.3
198,182,University of Calgary,Canada,Americas,XL,FC,VH,A,37.9,227,44.5,207,18.1,701+,40.3,350,77.7,246,66.2,225,85.2,243,53.3,236,93.3,68=,46.3
200,179,Arizona State University,United States,Americas,XL,CO,VH,A,48.6,165,44.1,209,7.4,701+,47.1,289,52.1,357,37.2,378,95.7,66,23.6,479,96.3,41=,46.2
200,203,King Saud University,Saudi Arabia,Asia,XL,FC,VH,A,39.4,216,28.7,332,54.3,281,40,354,99.4,98,15,622,95.1,75,99,17,33,420=,46.2
332,364,American University of Sharjah,United Arab Emirates,Asia,M,CO,VH,B,20.9,421,38.6,245,19.1,696,23.9,511,100,3,100,8,48.1,701+,48,267,16.5,567=,33.6
203,180,Universit catholique de Louvain (UCLouvain),Belgium,Europe,L,FC,VH,B,48.4,168,25.9,367,4.6,701+,55,230,91,186,47.6,306,89.9,169,76.4,135,27.1,471=,46
203,195,University of Minnesota Twin Cities,United States,Americas,XL,FC,VH,A,56.8,137,33.1,284,32.4,486,41.9,327,7.7,701+,8.7,701+,91.7,145,52.5,241,96.5,37=,46
205,192,Ecole des Ponts ParisTech,France,Europe,S,FO,VH,A,8.9,601+,58.5,138,99,38,62.6,186,43.5,404,96.5,84,37.3,701+,59.5,207,10.8,650=,45.8
206,202,Queen's University Belfast,United Kingdom,Europe,L,FC,VH,A,35.4,249,33.6,279,28.6,543,40.6,345,100,74,98.2,67,92.8,124,9.9,701+,88.9,103=,45.7
206,237,Universitas Indonesia,Indonesia,Asia,XL,FC,VH,A,53.8,148,79.2,79,55.7,268,2.1,701+,88.3,202,7.1,701+,37.2,701+,77.3,131,32.7,424=,45.7
208,151,The Ohio State University,United States,Americas,XL,FC,VH,A,58.6,130,50.4,176,39.5,392,31.2,423,13.4,696,10.6,701+,94.6,87,45.3,281,50.8,315=,45.6
209,215,Tel Aviv University,Israel,Asia,L,FC,VH,A,32,275,18.6,474,4.2,701+,99.4,20,39.7,419,7,701+,77.9,362,88.4,85,46.2,334=,45.2
210,233,National Tsing Hua University,Taiwan,Asia,M,CO,VH,A,54.8,143,71.2,99,28,549,49.6,268,9.5,701+,11.1,695,45,701+,16.3,629,32.1,428=,45.1
211,225,Indian Institute of Science,India,Asia,S,SP,VH,A,45.7,181,26.3,362,37.9,419,99.9,11,3.7,701+,1.5,701+,39.1,701+,13.1,701+,23.7,500=,45
212,192,Albert-Ludwigs-Universitaet Freiburg,Germany,Europe,L,FC,VH,A,43.1,198,24.5,394,24.6,597,52.2,248,67.6,290,33.7,401,92.3,131,32.5,391,90,94=,44.8
213,189,Queensland University of Technology (QUT),Australia,Oceania,XL,CO,VH,A,39.8,214,33.1,285,8.1,701+,59.9,202,97.9,122,20.7,530,83.4,274,19,581,89.4,100,44.7
214,206,University of Otago,New Zealand,Oceania,L,FC,VH,A,45,187,24.6,388,12.8,701+,38.8,361,100,50,37.6,375,79.5,332,59.1,208,96,48,44.4
215,228,National Cheng Kung University (NCKU),Taiwan,Asia,L,FC,VH,A,51.5,157,74,90,33.4,472,20.3,554,16.3,646,13.9,642,58.7,648,42.4,306,83.8,131,44.2
215,168,University of Florida,United States,Americas,XL,FC,VH,A,46.7,172,42.3,220,62.9,220,32.1,411,17.8,630,10.3,701+,98.3,21,44.5,286,60.6,266=,44.2
217,242,La Trobe University,Australia,Oceania,L,CO,VH,A,23.6,370,19.8,457,8,701+,77.7,123,92.6,172,95,97,78.6,345,19.6,570,78.4,166=,44.1
218,169,"University of Maryland, College Park",United States,Americas,XL,FC,VH,A,48.6,167,29.4,317,32.5,484,55,231,20.9,588,16.2,603,92.3,133,41.2,311,54.4,291=,44
219,217,National Yang Ming Chiao Tung University,Taiwan,Asia,L,FC,VH,A,32.9,267,62.7,128,51.1,300,52.7,245,19.6,607,19.2,564,53.7,701+,58.3,210,38.8,379=,43.9
219,226,Universidad Nacional de Colombia,Colombia,Americas,XL,FC,HI,A,71,88,89.9,53,5.4,701+,3.4,701+,5.6,701+,1.4,701+,65.9,543,42.6,302,53.1,298=,43.9
221,207,Vrije Universiteit Amsterdam,Netherlands,Europe,XL,FC,VH,A,39.4,217,17.8,494,21.3,650,63.7,179,67.3,293,47.4,310,89,184,45.1,282,50.8,315=,43.8
222,213,Eberhard Karls Universit_ T_ingen,Germany,Europe,L,FC,VH,A,46,177,30.7,307,87.1,98,20.5,550,76.1,255,26.2,463,93.8,102,30.9,408,33,420=,43.7
222,271,Indian Institute of Technology Kharagpur (IIT-KGP),India,Asia,L,FO,VH,A,34,257,51.1,173,9,701+,90.2,76,1.1,701+,1.1,701+,69.3,492,33,386,44.3,348=,43.7
224,229,Friedrich-Alexander-Universit_ Erlangen-N_nberg,Germany,Europe,L,FC,VH,A,25.8,345,27.7,346,3.2,701+,94.9,50,27.2,516,48.8,300,87.1,213,19.6,568,74.5,193=,43.6
224,212,Loughborough University,United Kingdom,Europe,L,CO,VH,A,29.7,299,55.3,151,23.8,613,32.4,406,87.1,212,68.6,216,87.1,214,23.2,488,93.8,64=,43.6
224,220,University of Lausanne,Switzerland,Europe,L,FO,VH,A,28.4,310,18.8,471,36.8,435,61,195,100,67,54.2,271,79.8,328,51.8,244,51.2,313=,43.6
227,285,Indian Institute of Technology Madras (IITM),India,Asia,M,CO,VH,A,42.4,203,63.2,127,20.3,663,70.3,154,3.9,701+,1.6,701+,37.5,701+,27,444,44.6,343=,43.5
227,239,Rheinische Friedrich-Wilhelms-Universit_ Bonn,Germany,Europe,L,FC,VH,A,52.8,153,24.1,399,62.7,221,17.2,598,44.3,399,38.9,361,94.7,83,35.4,357,83.2,138,43.5
229,211,Chulalongkorn University,Thailand,Asia,XL,FC,VH,A,68.2,97,35.9,261,31.7,499,7.5,701+,18.7,617,3,701+,79.6,331,93.6,60,73.2,198=,43.4
230,256,Maastricht University ,Netherlands,Europe,L,FO,VH,A,23,389,27.8,345,13.2,701+,62.8,185,99.4,97,100,20,80.5,312,38.2,337,52.5,302=,43
230,189,Universite libre de Bruxelles,Belgium,Europe,XL,FC,VH,A,33.3,263,34.5,273,3,701+,49.9,263,98.7,110,84.4,155,87.5,203,65.5,179,25.2,490,43
232,220,Universidade Estadual de Campinas (Unicamp),Brazil,Americas,XL,FC,VH,A,71.8,87,40.3,236,14.7,701+,24.3,506,10.7,701+,2.7,701+,85.4,241,25.1,465,65.9,236=,42.9
233,210,University of Twente,Netherlands,Europe,M,CO,VH,A,20.7,424,32,294,43.3,362,61.3,193,100,83,90.4,119,87.6,202,20,562,13.8,603,42.7
234,246,Technische Universit_ Dresden,Germany,Europe,L,FC,VH,A,36.3,240,42.5,216,80.3,134,28.5,455,35.8,445,27.6,450,93.8,104,8.8,701+,75.8,181=,42.6
235,250,University of Waikato,New Zealand,Oceania,M,CO,VH,A,19.1,473,11.7,601+,12.4,701+,84.7,94,99,107,56.9,261,55.1,697,46.4,276,89.5,99,42.5
236,219,Universit_di Padova,Italy,Europe,XL,FC,VH,A,58.9,129,27.3,351,8.5,701+,45.7,302,9.2,701+,11.1,694,94.9,79,18.8,590,87.7,110,42.3
236,208,University of Aberdeen,United Kingdom,Europe,L,FC,VH,A,30.5,292,28.8,330,32.7,482,32,412,94.5,154,92.6,103,88.5,190,22.2,519,96.5,37=,42.3
236,224,University of Rochester,United States,Americas,M,FC,VH,B,22.6,396,20.8,441,99.1,35,33.6,395,63.9,306,93.8,100,64.3,568,40.4,316,63.7,247=,42.3
239,263,Gadjah Mada University,Indonesia,Asia,XL,FC,VH,A,54.4,145,73.5,91,57.6,255,1.7,701+,40.3,417,4.1,701+,38.1,701+,69,167,26.8,473=,41.8
239,239,Massey University,New Zealand,Oceania,M,CO,VH,A,30.1,293,14,585,48,324,27.4,473,98.5,112,95.2,96,85.1,244,49.2,259,91.4,81=,41.8
241,252,Politecnico di Torino,Italy,Europe,XL,FO,VH,A,40.2,213,52.1,165,3.1,701+,51.6,254,4.9,701+,41,349,81.4,297,30.6,412,77.9,169,41.7
241,246,Technical University of Darmstadt,Germany,Europe,L,CO,VH,A,20,444,35.9,260,6.7,701+,70,155,60.3,323,81.4,167,65.9,544,44.4,288,71.8,211=,41.7
243,237,Dartmouth College,United States,Americas,M,FC,VH,B,22.8,392,31,303,65.8,200,60.6,200,9.2,701+,40.9,351,42.5,701+,68.8,168,71.2,214=,41.3
244,241,Victoria University of Wellington,New Zealand,Oceania,L,CO,VH,A,42.8,202,21.4,429,10.1,701+,32.1,410,100,82,31,420,70.7,475,71.6,151,91.4,81=,41.2
245,254,University of Macau,Macau SAR,Asia,L,CO,VH,A,11.9,601+,10.5,601+,9.8,701+,99.1,23,100,21,99.9,36,57,664,50.3,253,7.7,701+,41.1
246,248,Charles University,Czech Republic,Europe,XL,FC,VH,A,45.6,182,49.1,183,32.2,491,8,701+,25,535,50.5,291,96.3,51,65.5,178,77.4,173=,41
246,218,University of Sussex,United Kingdom,Europe,L,FC,VH,A,22.6,395,10.4,601+,15.5,701+,56.8,220,99.6,95,84.9,152,84.7,252,39.9,322,97.7,26=,41
248,261,Vanderbilt University,United States,Americas,L,FC,VH,B,24.4,356,21.8,423,100,13,53,242,30.1,493,36,383,78.6,344,34.7,364,24.5,492=,40.8
249,280,University of Navarra,Spain,Europe,L,FC,HI,B,30.6,291,68,108,49.6,315,14.7,642,24.8,537,73.8,196,63.6,578,75.8,137,42.3,355=,40.7
250,226,American University of Beirut (AUB),Lebanon,Asia,M,FC,VH,B,28.6,307,29.5,315,48.5,322,28.9,449,63.2,310,37,379,73.1,438,97,35,80.5,152=,40.6
251,284,Taylor's University,Malaysia,Asia,S,FO,VH,C,27,323,81,72,71.5,185,10.1,701+,64.8,303,99.6,43,41.4,701+,4.2,701+,22.2,513=,40.5
252,256,Harbin Institute of Technology,China (Mainland),Asia,XL,FO,VH,A,27.1,321,21.1,435,33.7,468,99.8,14,8,701+,5,701+,68.6,507,28.3,434,14.6,597=,40.3
252,295,Hong Kong Baptist University,Hong Kong SAR,Asia,M,CO,VH,A,18.2,499,12,601+,60,242,61.4,192,98.9,109,100,19,37,701+,15.7,641,54.4,291=,40.3
252,232,University of G_tingen,Germany,Europe,L,FC,VH,A,46.4,175,27.1,355,76.4,156,16.2,620,49.7,369,22.4,512,95.1,76,40.3,317,32.1,428=,40.3
255,243,Griffith University,Australia,Oceania,L,FC,VH,A,27,324,13.7,593,8.4,701+,62.5,187,99.8,90,38.5,363,92.1,135,17.9,602,96.4,40,40.1
256,281,Bandung Institute of Technology (ITB),Indonesia,Asia,L,CO,VH,A,43.2,197,72.7,95,55.8,266,2.6,701+,94.4,158,3.8,701+,26.3,701+,49.2,260,37.6,388=,39.9
256,235,Heriot-Watt University,United Kingdom,Europe,M,CO,VH,A,17.8,507,27.1,356,17.6,701+,65.2,171,100,79,98.1,69,75.4,402,26.3,451,25.7,483=,39.9
258,262,University of Warsaw ,Poland,Europe,XL,CO,VH,A,50,163,53.6,158,46.4,330,5.5,701+,10.5,701+,8.4,701+,84.1,262,60,203,69.8,222,39.8
259,255,Case Western Reserve University,United States,Americas,M,FC,VH,B,17.2,523,15.4,546,82.3,119,61.6,191,35.7,447,71.7,205,55.6,681,29.3,424,53.1,298=,39.7
260,266,University of Lisbon ,Portugal,Europe,XL,FC,VH,A,44,193,20.7,443,10.7,701+,36.5,376,9,701+,39.4,356,98.2,23,94,57,70.9,217=,39.6
523,551,Canadian University Dubai,United Arab Emirates,Asia,S,FO,HI,C,20.1,442,19.9,455,33.5,471,2.7,701+,100,4,100,6,14,701+,17.4,609,1.6,701+,23.5
261,256,University of Canterbury | Te Whare Wananga o Waitaha,New Zealand,Oceania,L,CO,VH,A,34.7,253,27.3,352,10.4,701+,31.4,419,100,77,27.7,449,63,585,82.3,109,91.1,86=,39.4
263,278,Indian Institute of Technology Kanpur (IITK),India,Asia,M,FO,VH,A,36.9,234,56.9,142,14,701+,73.3,142,2.6,701+,1.1,701+,38.8,701+,19.6,567,22,516=,39.3
264,292,Norwegian University of Science And Technology,Norway,Europe,XL,FC,VH,A,33.2,264,25.2,378,22.3,629,30.4,435,75.1,264,9.3,701+,94.4,89,89.4,79,85.8,121=,39.1
265,300,UCSI University,Malaysia,Asia,M,FO,VH,C,27,326,65.1,120,78.1,150,3.6,701+,89.1,196,95.8,91,37.6,701+,10.2,701+,27.9,462=,38.8
265,310,Universitat Pompeu Fabra (Barcelona),Spain,Europe,M,FO,VH,A,31.7,279,29.4,319,12.1,701+,67.1,163,75.6,259,24.5,482,74,421,16.4,626,27.9,462=,38.8
267,248,University of Antwerp,Belgium,Europe,L,FC,VH,A,24.1,361,11.3,601+,37.5,427,48.1,278,94.4,157,32,415,94.6,85,44.8,284,74.8,190=,38.7
267,264,University of Witwatersrand,South Africa,Africa,L,FC,VH,A,26.5,332,42.1,223,8.9,701+,30.5,432,75.1,263,5.8,701+,96.8,46,98.9,18,84.8,127=,38.7
269,285,Tianjin University,China (Mainland),Asia,L,CO,VH,A,17.2,527,13.5,597,38.8,407,99.5,18,24.8,538,25.4,473,65.2,554,32.4,392,16.9,563=,38.6
269,307,Universiti Teknologi PETRONAS (UTP),Malaysia,Asia,S,SP,VH,B,19.5,458,28.1,341,38.5,412,79,117,83.9,224,20.1,537,63.9,577,4.1,701+,18.4,549=,38.6
271,272,Beijing Normal University ,China (Mainland),Asia,L,CO,VH,A,33.9,259,10.3,601+,24.2,605,92.6,65,6.6,701+,21.3,524,70.8,471,10.5,701+,19.7,537=,38.5
272,222,Radboud University ,Netherlands,Europe,L,FC,VH,A,28,315,14.1,582,27,561,66,167,81.3,233,18.6,573,93.9,101,19.6,571,39.8,369=,38.4
273,292,University College Cork,Ireland,Europe,L,FC,VH,A,30.1,294,35.1,270,22.1,636,28.5,457,89,198,52.1,281,69.1,497,34,371,91,88,38.3
273,289,University of Galway,Ireland,Europe,L,FC,VH,A,26.2,339,30.3,311,63.2,217,13.2,664,95.2,144,43.2,333,81.3,301,46.6,274,85.9,120,38.3
275,298,Dalhousie University,Canada,Americas,L,FC,VH,A,19.4,463,16.7,513,12.9,701+,53.5,239,99.9,86,74.6,189,77.4,369,30.1,416,87.9,109,38.2
275,245,University of Massachusetts Amherst,United States,Americas,L,CO,VH,A,38.2,224,17.2,498,10,701+,48.8,274,61,321,25.3,474,79.8,327,30.6,411,83.4,136=,38.2
275,222,University of Pittsburgh,United States,Americas,L,FC,VH,A,35,251,12.7,601+,96.3,52,31.3,420,9.5,701+,13.5,650,91.7,141,42.6,303,53.5,295=,38.2
278,253,University of Porto,Portugal,Europe,XL,FC,VH,A,41.3,206,17.9,492,10.8,701+,59.6,205,6.6,701+,19.8,543,95.1,77,39.1,327,53.1,298=,38.1
278,259,Vrije Universiteit Brussel (VUB),Belgium,Europe,L,FC,VH,A,23.3,381,13.7,592,76.1,159,18.2,581,93.6,165,58.2,255,93.1,115,51.8,243,72.1,208=,38.1
280,266,Ulsan National Institute of Science and Technology (UNIST),South Korea,Asia,S,FO,VH,A,13.6,601+,13.5,601+,87.9,95,98.1,34,29.3,499,9.6,701+,24.8,701+,3.3,701+,16.1,577=,38
281,251,The Hebrew University of Jerusalem,Israel,Asia,L,FC,VH,A,32.8,269,18.2,484,79.3,143,19.4,563,53.2,349,23.8,492,77.8,364,94.6,54,34.2,413=,37.9
281,276,University of Strathclyde,United Kingdom,Europe,L,CO,VH,A,25.9,343,30,314,16.7,701+,31.8,416,93,170,64,235,85,246,33.6,376,88.6,107,37.9
283,328,Universit Paris 1 Panth_n-Sorbonne ,France,Europe,XL,FO,VH,A,65.6,104,33.3,280,4.6,701+,2.9,701+,34.3,467,46.5,317,70.3,481,74.8,140,23.7,500=,37.5
284,301,Southern University of Science and Technology,China (Mainland),Asia,M,FO,VH,A,9.3,601+,2.5,601+,89.7,85,98.8,29,37.5,430,1.4,701+,48.3,701+,1.6,701+,31.6,432=,37.3
285,336,Middle East Technical University,Turkey,Asia,L,CO,VH,A,31.2,286,70.2,101,9,701+,22.3,528,12,701+,18.3,576,74.7,412,77.5,130,69.5,223=,37.2
285,319,Universidad Carlos III de Madrid (UC3M),Spain,Europe,L,FO,VH,A,33.5,260,56.3,147,49.5,316,4.1,701+,64.8,302,52.3,279,66.3,534,20.7,551,68.3,227,37.2
285,268,University of Cologne,Germany,Europe,L,FO,VH,A,35.2,250,30.4,310,15.7,701+,29.3,440,35.9,444,30.1,429,90.8,158,56.8,212,91.9,78=,37.2
285,272,University of Leicester,United Kingdom,Europe,L,FC,VH,A,19.8,453,13.7,594,30.8,511,43.4,316,80,238,95.3,95,88.8,187,22.7,504,75,186=,37.2
285,276,University of Milan,Italy,Europe,XL,FC,VH,A,52.8,152,17,505,6.4,701+,39.6,356,6.5,701+,6.8,701+,85.5,239,44.1,290,74.8,190=,37.2
285,244,University of Surrey,United Kingdom,Europe,L,CO,VH,A,19.7,454,17.9,490,22.8,625,55.2,227,97.1,129,87.1,139,86.4,226,20.4,557,28.4,456=,37.2
291,285,Swinburne University of Technology,Australia,Oceania,L,CO,VH,A,13.9,601+,11.4,601+,12.4,701+,86.5,88,94.9,150,77.3,183,66.1,538,13.9,696,15.4,585=,37.1
291,281,University of Bergen,Norway,Europe,L,FC,VH,A,31.6,280,8.3,601+,64.9,205,28.3,460,93.3,167,16.9,589,90.7,160,63.9,184,33.6,416=,37.1
293,285,The University of Arizona,United States,Americas,XL,FC,VH,A,37.3,231,22.2,420,44.4,349,38.8,360,31.6,486,15.1,620,94.1,98,37.1,344,40.4,363=,37
293,307,University of Tasmania,Australia,Oceania,M,CO,VH,A,16,552,7.4,601+,22.1,635,59.8,203,79.9,240,89.7,123,80,323,15.9,636,85.6,123,37
295,291,Xi_n Jiaotong University,China (Mainland),Asia,XL,FC,VH,A,19,474,39.4,238,14,701+,89.5,77,3.9,701+,3.8,701+,80.5,315,26.4,448,18.2,553=,36.9
296,283,Stellenbosch University,South Africa,Africa,L,FC,VH,A,26.1,342,35.8,262,3.5,701+,61.9,190,19.7,605,8,701+,94.8,80,85.2,101,22,516=,36.7
297,260,University of Virginia,United States,Americas,L,FC,VH,A,37.3,230,27.3,353,55.8,267,29.1,446,6.1,701+,11.3,690,81.6,295,77.9,129,35.4,400=,36.6
298,319,Bauman Moscow State Technical University,Russia,Europe,L,CO,VH,A,36.2,242,51.9,169,99.9,22,1.4,701+,65.6,298,70,210,15.2,701+,7.7,701+,6.8,701+,36.5
298,307,Swansea University,United Kingdom,Europe,L,FC,VH,A,23.1,387,43.1,214,25.1,591,27.9,467,71,278,59.6,249,82.3,286,8.3,701+,91.8,80,36.5
300,275,Huazhong University of Science and Technology,China (Mainland),Asia,XL,FC,VH,A,20.4,431,28.2,337,7.9,701+,99.9,10,5.2,701+,2.7,701+,79.4,335,17.6,606,15,592=,36.4
301,297,Georgetown University,United States,Americas,L,FC,VH,B,29.3,302,41.9,224,63,218,14,655,28,506,37.3,377,62.5,597,90.9,71,37,391=,36.3
